"","logFC","logCPM","PValue","FDR"
"Solyc07g042460.1.1",-2.69507694499466,2.25052818114687,3.54748229312556e-10,7.50763757256397e-09
"Solyc05g016310.1.1",-2.69940330334179,0.661742168128906,6.68236245017035e-08,9.2516642709329e-07
"Solyc05g052030.1.1",-2.6995363781788,3.31267521286099,2.5870848536628e-14,9.30255699496523e-13
"Solyc01g089920.2.1",-2.70185754125216,0.659516933086717,7.92043751390551e-08,1.07771504748818e-06
"Solyc09g075590.1.1",-2.70316570806372,-0.889213944275576,0.000428334781125387,0.0021127560124269
"Solyc04g078410.2.1",-2.70366760872007,-0.261292323503504,3.21512923511232e-05,0.000227228218677485
"Solyc07g039420.1.1",-2.70560329109808,-0.259951057859565,2.05608756806209e-06,1.9986739363946e-05
"Solyc07g052790.1.1",-2.70794698027414,3.07829996396256,1.08803407566287e-09,2.14438056097783e-08
"Solyc01g095140.2.1",-2.70926650281491,3.93878475035674,1.59806558783352e-15,6.46582410061529e-14
"Solyc04g074020.2.1",-2.70951887033321,3.54889145503587,4.43975490919604e-11,1.07213070917754e-09
"Solyc04g079130.2.1",-2.70992413447698,1.72048244599053,1.2449373351488e-11,3.23444024979034e-10
"Solyc07g066040.1.1",-2.71036233920009,4.56463574209461,1.16743010373174e-18,6.2721344285035e-17
"Solyc06g007860.1.1",-2.71082095432413,0.106961419752272,4.46790136804259e-05,0.00030199801203378
"Solyc06g075570.1.1",-2.71478805137376,-0.248258423196924,6.59215382643894e-06,5.60320863031996e-05
"Solyc01g079180.2.1",-2.71546206772618,2.0870415778173,1.70279281606316e-11,4.335601553086e-10
"Solyc06g076170.2.1",-2.71681304854456,2.2587455630515,1.78068984174184e-12,5.19069957552725e-11
"Solyc01g104230.2.1",-2.71750628317431,2.245025943111,1.88824436282539e-13,6.25985750398516e-12
"Solyc06g072520.1.1",-2.72128159539083,-1.15949112174479,0.000997842713518579,0.00434538908330101
"Solyc12g096750.1.1",-2.72543482627105,-0.0203748413511928,0.00015416948375883,0.000874363937431725
"Solyc06g048840.2.1",-2.72706850241032,-0.862680803910143,9.9359686041607e-05,0.000600951900205775
"Solyc03g119940.2.1",-2.72865871487998,3.1689819944454,2.50328309765744e-16,1.09386319130208e-14
"Solyc01g006580.2.1",-2.73002308811578,-0.862618422443923,0.000115038385146891,0.000681408622167524
"Solyc03g007690.1.1",-2.73016505729307,4.18063633079808,3.45890944373748e-10,7.3473001434057e-09
"Solyc08g077370.2.1",-2.73238073699233,1.22081006058255,6.23068892098768e-10,1.26606053619467e-08
"Solyc12g049030.1.1",-2.73359209866362,-0.0826648945538212,1.82391539457479e-06,1.80122441097461e-05
"Solyc02g079370.2.1",-2.73407081494517,0.428081207883913,2.63602981354538e-07,3.20799230613611e-06
"Solyc04g008100.1.1",-2.73651764097464,-0.423941610880517,0.000141926399785887,0.000815410352488866
"Solyc02g092820.2.1",-2.73809695351094,4.81910376954431,7.15377073526193e-18,3.59900557977289e-16
"Solyc01g057310.2.1",-2.7389100245505,3.47312734005319,1.73711348087375e-13,5.80074532237622e-12
"Solyc08g067340.2.1",-2.74307001432605,1.1027694094797,5.66844839980129e-07,6.39645227446343e-06
"Solyc02g067970.2.1",-2.7456488782782,2.47345480759433,1.31901003853495e-12,3.90443990890714e-11
"Solyc08g080190.2.1",-2.74641497897076,7.37538788785829,3.41900289502433e-16,1.4715824655676e-14
"Solyc07g005170.1.1",-2.74704695100621,1.20834959921131,8.20312744725363e-07,8.87760438710089e-06
"Solyc03g005860.2.1",-2.75392376675447,0.832776097991036,3.72897350295475e-07,4.39827152345937e-06
"Solyc10g074680.1.1",-2.75421366170901,1.10742896617904,7.48183634294143e-09,1.26021150912936e-07
"Solyc06g072830.2.1",-2.75809906651756,4.65653787095909,5.77309803615348e-18,2.9236344822825e-16
"Solyc07g055730.2.1",-2.75836780480426,-0.201352323908072,3.52430565702499e-05,0.000245524130208959
"Solyc02g080680.1.1",-2.75933516493025,-1.15626604823394,0.000818018249593558,0.00368831695438794
"Solyc04g081240.2.1",-2.76052775116518,5.44810024435382,5.68427374090806e-18,2.88502044004805e-16
"Solyc12g008660.1.1",-2.76162196285939,3.12921675104774,2.46047633439183e-14,8.88910040744613e-13
"Solyc03g118220.1.1",-2.76231458629841,-0.817601711125113,0.000339452997818968,0.00172401842438896
"Solyc01g009040.2.1",-2.76415699909129,4.67728008943922,1.48382914898181e-19,8.46779216586859e-18
"Solyc01g086700.2.1",-2.7642640736986,0.529062541141583,0.000357409305276915,0.00180244600403555
"Solyc07g008600.1.1",-2.76451810071974,1.6292055542659,1.79163594895144e-09,3.38566065114457e-08
"Solyc07g040750.1.1",-2.76576647680566,3.10248316199527,2.99425922796785e-12,8.40774797415061e-11
"Solyc04g074810.2.1",-2.7703086209342,2.94177431204682,1.20157832000551e-13,4.12655811964766e-12
"Solyc03g005460.2.1",-2.77219722300536,2.31809580614557,2.38762107272936e-10,5.18697112021632e-09
"Solyc09g008620.1.1",-2.7733101732432,4.3652231632441,6.38646408415923e-17,2.9778835885101e-15
"Solyc12g098620.1.1",-2.78273806042298,-0.59357453413275,0.000119495624734111,0.000703493394885795
"Solyc03g082750.1.1",-2.78380822445257,-0.798944768702504,0.000802648370290542,0.00363050088741205
"Solyc07g054560.1.1",-2.78805381669443,1.97231008062974,3.02112239665736e-14,1.0762044860515e-12
"Solyc06g071090.1.1",-2.79375404035607,-0.806618006978284,0.000365601221762732,0.0018405217530083
"Solyc02g070210.2.1",-2.79746142627949,4.4138008874741,1.49228552616836e-19,8.49491867390281e-18
"Solyc02g078040.2.1",-2.80162740201499,6.33038120295864,1.51468098155027e-20,9.5462352741057e-19
"Solyc02g085090.1.1",-2.80201861276843,3.10185956077991,4.56619015668474e-10,9.47133529697148e-09
"Solyc03g119680.1.1",-2.80214703180608,-0.362799888525633,1.37015091911553e-05,0.00010771978147851
"Solyc02g069560.2.1",-2.81338486798367,2.29011334279726,3.63717684834091e-08,5.32825504966723e-07
"Solyc07g065810.2.1",-2.81388999132722,1.1576161803044,1.82695853242938e-07,2.30921518966736e-06
"Solyc04g005610.2.1",-2.81586727996161,4.2931551357661,1.88099897625911e-13,6.24486215837341e-12
"Solyc02g080080.2.1",-2.82241109025922,-0.340852006174421,0.000118055948087847,0.000696763958086777
"Solyc09g064230.1.1",-2.82620986593068,2.85604084690769,1.82286427971375e-08,2.84866004365894e-07
"Solyc06g075720.1.1",-2.82713934020269,0.144197743135554,2.63731898756493e-07,3.20799230613611e-06
"Solyc10g017980.1.1",-2.82858882030628,2.59566145539568,7.63875373258345e-11,1.7845279977515e-09
"Solyc02g070620.2.1",-2.828621895846,1.35450075398573,1.01658256629876e-10,2.33915954397791e-09
"Solyc02g088850.2.1",-2.83018243547338,2.22082936755035,1.50421163139882e-10,3.37652828140121e-09
"Solyc07g054410.1.1",-2.83557631729164,2.41911956628272,4.19055748391632e-13,1.33893564399059e-11
"Solyc12g100010.1.1",-2.836030471268,-0.182142217064966,1.31570674290686e-06,1.34448233358691e-05
"Solyc11g072230.1.1",-2.83899291168893,3.582501923727,1.21018643061554e-17,5.99630386711687e-16
"Solyc03g123590.2.1",-2.84015244516012,4.14667190254017,9.83152452408688e-19,5.3069412731077e-17
"Solyc01g081640.2.1",-2.84273837410466,1.22684299475515,1.66441718864141e-11,4.25204841031433e-10
"Solyc05g054930.2.1",-2.84346019125638,3.25382050163009,1.17451004515191e-14,4.38120893428129e-13
"Solyc04g015390.2.1",-2.85045348611207,2.31443775863112,2.43100913323721e-15,9.66547322800604e-14
"Solyc02g068830.1.1",-2.85531439264598,0.786025119674818,9.57907970385197e-10,1.90249703489535e-08
"Solyc06g063210.2.1",-2.85678243868618,2.40753738110355,5.98662451643761e-11,1.4246800107012e-09
"Solyc11g072930.1.1",-2.85756054914118,-0.589946396094989,0.000503754662218146,0.00242735088482889
"Solyc04g014400.2.1",-2.86295592385759,4.10959692146198,1.82285968793331e-18,9.61338485077654e-17
"Solyc01g079130.1.1",-2.86627098694437,2.27200113591029,6.07249073604788e-13,1.90053219612107e-11
"Solyc06g051860.1.1",-2.86790430062331,2.87032916003494,1.16505689371145e-14,4.36012564414916e-13
"Solyc07g064750.1.1",-2.86987497127102,0.526028006928247,1.2354371970284e-08,2.00015276902106e-07
"Solyc03g121080.2.1",-2.87129778788281,3.24020666859334,5.84702653131546e-17,2.73748236030425e-15
"Solyc10g081760.1.1",-2.87948532066766,2.29327038001952,1.21629828079597e-08,1.97195044945161e-07
"Solyc03g093330.2.1",-2.88303796634891,4.5080835454096,3.61886367798365e-18,1.86562587947467e-16
"Solyc01g009340.2.1",-2.88430206716779,2.15455387575699,7.67401099365982e-15,2.94890261650838e-13
"Solyc05g052670.1.1",-2.88497488862448,0.0616887107742595,3.10535088640646e-06,2.87489324798428e-05
"Solyc02g062220.1.1",-2.88656278747834,-0.735163669176069,8.08132258488333e-05,0.000504335205168141
"Solyc11g042880.1.1",-2.88842944118278,0.436255614827968,5.56799621459553e-08,7.81256276202056e-07
"Solyc09g075550.2.1",-2.88932918102753,4.80867778098334,2.08187567017782e-12,6.0075861320188e-11
"Solyc06g008270.2.1",-2.89054064836324,1.6695807201823,4.15784799875891e-12,1.14097118348718e-10
"Solyc06g062570.1.1",-2.89060417684529,-0.102941100641277,3.19033946146359e-06,2.94288611119567e-05
"Solyc04g010330.2.1",-2.8977424655588,0.615556152188889,1.20124970376046e-07,1.57834303860072e-06
"Solyc04g077490.2.1",-2.89977158267702,4.37771941313732,8.08570687839529e-20,4.70797465729102e-18
"Solyc04g074000.2.1",-2.90251464435412,4.8813340770674,8.70708288480219e-12,2.3065726150144e-10
"Solyc12g038360.1.1",-2.9037214976464,-0.524707738740554,0.000106215957517853,0.000636214172693748
"Solyc02g080050.1.1",-2.90924034287561,0.554642761241741,0.000176380546176323,0.00098075449674578
"Solyc01g014280.2.1",-2.91112000929364,1.18000828311006,1.12958262435515e-05,9.07344362231498e-05
"Solyc04g016470.2.1",-2.91544724980523,0.167985503899709,5.14579472170089e-07,5.86436546003677e-06
"Solyc03g116180.1.1",-2.91816454164839,-0.324688954258217,2.82933177002954e-05,0.000203344925238871
"Solyc05g055290.2.1",-2.92047308087132,1.75792415099834,6.99835020766157e-14,2.42521377815656e-12
"Solyc06g048740.1.1",-2.92166260429721,-1.40562251912455,0.00166075236928972,0.00669113454581586
"Solyc05g005870.2.1",-2.92545539512118,-1.01423489437873,0.00144667099942072,0.00595088387981186
"Solyc10g078330.1.1",-2.92643309359022,2.61057444314761,2.75973618736759e-16,1.19680733221928e-14
"Solyc02g083640.2.1",-2.92700573881594,3.67870054282451,1.20567584998948e-16,5.48088861169278e-15
"Solyc12g010880.1.1",-2.93073191469028,1.72535402647036,1.34988655613871e-10,3.06308085898894e-09
"Solyc07g042630.2.1",-2.93144819594994,4.26032067970161,1.42795929562854e-09,2.73903128771022e-08
"Solyc00g188850.2.1",-2.9330739046812,-1.39982945031728,0.000889448676271917,0.0039597985799251
"Solyc10g080950.1.1",-2.93455444259859,3.55831196257206,8.13509667257701e-18,4.08374732528642e-16
"Solyc08g042010.2.1",-2.93550082871705,2.42741646107781,2.81226642669864e-11,6.92977487592842e-10
"Solyc12g010170.1.1",-2.93630685474298,1.62478851848602,5.04753904795557e-12,1.3736132063956e-10
"Solyc03g112540.2.1",-2.94286742736242,0.466775658189315,2.85549092582566e-08,4.28155668819389e-07
"Solyc08g016380.1.1",-2.94357703868855,-1.38385000547392,0.0011122496579482,0.004748068366764
"Solyc11g008230.1.1",-2.94360245179234,2.25559744965116,4.5907203279232e-11,1.10509669509849e-09
"Solyc06g076200.1.1",-2.9487598461311,1.4835578093128,1.598975828954e-08,2.53855394408538e-07
"Solyc09g005840.1.1",-2.95137486393363,0.980231048807694,5.8924768999265e-08,8.23260125220547e-07
"Solyc10g055800.1.1",-2.95171493102547,6.37709548084385,1.45157465794355e-22,1.11373157952786e-20
"Solyc07g056170.2.1",-2.95625866360439,4.23263028084518,1.39786204578803e-21,9.86718559766866e-20
"Solyc01g081090.1.1",-2.95678872090115,0.338799131904053,2.35690917669156e-08,3.58078499486629e-07
"Solyc12g006360.1.1",-2.9568066247816,1.1952522879501,2.29826537118622e-08,3.50096320586873e-07
"Solyc03g044890.1.1",-2.95865626086376,-0.981591656752602,0.000132736276351945,0.00077013224982043
"Solyc02g090540.2.1",-2.95971456875758,-1.35842855258869,0.00137580926961352,0.00571162512743465
"Solyc12g056690.1.1",-2.95990560609301,0.500668142707837,4.72863327805968e-08,6.75044032557356e-07
"Solyc07g054690.1.1",-2.97089503379927,3.67148733455682,3.58835926257673e-20,2.16064435282868e-18
"Solyc05g014270.2.1",-2.97319043799412,1.7314003830553,3.95268085209227e-10,8.30302635486288e-09
"Solyc04g007380.1.1",-2.97491758496084,-0.446463646031688,8.36038613265021e-06,6.93153661977335e-05
"Solyc08g067140.1.1",-2.97532673614022,-1.36872507997393,0.000583169648360024,0.00275391002532468
"Solyc05g014300.1.1",-2.97627536180347,-0.0558449516509653,9.35806848480141e-08,1.25179853708355e-06
"Solyc07g054950.1.1",-2.97629899910775,0.958734674740512,7.08457849000596e-07,7.81005839208201e-06
"Solyc02g090720.2.1",-2.97671196349986,0.505523635075874,2.03537720233392e-07,2.54877665932001e-06
"Solyc03g113310.1.1",-2.97774351226917,-0.986602907828728,0.000123350838474745,0.000722733790733555
"Solyc08g078870.1.1",-2.97807284233064,0.791036750820905,1.44919438453918e-09,2.77280803800778e-08
"Solyc02g068400.2.1",-2.97874027313617,7.49672021024134,4.08571665127005e-21,2.76490931258956e-19
"Solyc09g061280.2.1",-2.97893496976406,2.54220759094726,7.98273147109504e-16,3.30562892921284e-14
"Solyc12g013620.1.1",-2.98242329352462,4.35047707792963,1.04853339045856e-20,6.73792843431649e-19
"Solyc12g011230.1.1",-2.9851591503818,-0.425123729616663,7.75417676212202e-06,6.4663238495035e-05
"Solyc01g089910.2.1",-2.98534556529233,4.15399704875025,4.48122296718627e-19,2.47124365601491e-17
"Solyc11g010710.1.1",-2.98574705942059,2.02953945128729,7.42928170350413e-06,6.22935495468159e-05
"Solyc03g033790.2.1",-3.00180950210658,-0.434819030299461,9.79157848910094e-05,0.000594091099233661
"Solyc04g079350.1.1",-3.00648341405938,2.62737443029439,1.25975333501659e-13,4.31343302367396e-12
"Solyc01g111970.2.1",-3.00990438717333,3.59554339391995,7.71150292959792e-19,4.18225978032874e-17
"Solyc02g079240.1.1",-3.01036571427118,-0.416953304545636,1.64467772809398e-05,0.00012648525564936
"Solyc02g067100.2.1",-3.0114719257764,2.23659704617347,1.47989791250316e-15,5.99829293475882e-14
"Solyc01g107260.2.1",-3.01211871174801,3.39080277909719,4.39781222672546e-11,1.06312128865446e-09
"Solyc02g089420.1.1",-3.02128731127933,1.37787981934685,5.46803992100951e-13,1.71603698806948e-11
"Solyc12g009730.1.1",-3.02175217101515,0.257697375631151,8.21247159477595e-08,1.11480657311098e-06
"Solyc03g042560.1.1",-3.02219144931184,2.30482140035783,4.71803390879757e-16,2.0193361175695e-14
"Solyc07g056060.2.1",-3.02812012404547,2.48184620381824,1.00227141645489e-12,3.03339163125218e-11
"Solyc01g096860.1.1",-3.03220100150795,0.138265475483932,3.31746583931839e-07,3.95355760102873e-06
"Solyc08g007690.1.1",-3.03453831319971,0.427817268673274,1.68407666565485e-09,3.19028924746391e-08
"Solyc05g050640.1.1",-3.03461828176142,-0.91323784171,0.000596180216337217,0.00280783624368551
"Solyc12g009750.1.1",-3.03488350060419,0.268292253740231,8.00153414255741e-08,1.08810429617315e-06
"Solyc01g090460.2.1",-3.03491329069493,1.23790833330621,1.45713230883475e-12,4.29115177111399e-11
"Solyc09g011550.2.1",-3.03702380985325,2.54747227942013,1.8330877287849e-16,8.16560496816591e-15
"Solyc05g010790.1.1",-3.03714413826682,-0.395078348707036,6.08694978934115e-06,5.21925449436188e-05
"Solyc11g018800.1.1",-3.03817627597134,-0.902736266936862,0.00050385967976789,0.00242735088482889
"Solyc10g086370.1.1",-3.03987542704816,0.532908224404746,1.42830731466673e-08,2.28499289440512e-07
"Solyc12g100270.1.1",-3.04111179382929,-0.210431817511279,1.08139938110875e-06,1.13435679936058e-05
"Solyc06g009760.1.1",-3.04996136995573,-0.633690938057253,2.97592764371057e-06,2.77297953185883e-05
"Solyc10g075150.1.1",-3.05822118264518,3.79422596424733,3.17940176109977e-22,2.3681381753698e-20
"Solyc06g082350.2.1",-3.06153745588678,2.33723760903157,3.56841682221253e-12,9.92279397798516e-11
"Solyc03g112180.1.1",-3.06467568138887,1.30372473340708,3.57746050987023e-05,0.000248924845486603
"Solyc02g062320.2.1",-3.06530764077102,-0.130636546973658,1.12087704743384e-05,9.01298294608472e-05
"Solyc07g052550.1.1",-3.06630093532432,-0.178770747473641,2.79927435257275e-07,3.37990278538797e-06
"Solyc10g085860.1.1",-3.07262328606142,-1.2908645209873,0.00163087213206399,0.00658578376723815
"Solyc06g069710.2.1",-3.07425519592619,1.19646084231498,1.76805575300148e-12,5.16700216937667e-11
"Solyc01g091540.1.1",-3.07496660209979,0.0335339701880068,5.35475607117894e-07,6.08437142292799e-06
"Solyc06g070960.1.1",-3.079254595907,1.22075236480702,2.18652452974173e-11,5.45864248302493e-10
"Solyc04g074030.2.1",-3.08004214923569,3.95560412117991,6.76124396362842e-13,2.09607699688648e-11
"Solyc07g065830.1.1",-3.08117617957634,-1.28732434346959,0.00178323038901993,0.00710720784477177
"Solyc06g059880.2.1",-3.08318569648092,-0.586180077366386,3.19209127208088e-05,0.000225669540440085
"Solyc06g007610.2.1",-3.08623796876586,5.37463485356259,2.01268879875715e-20,1.25470363402956e-18
"Solyc11g006450.1.1",-3.08800875371107,-0.901521100884275,6.42587398116276e-05,0.000413393087498191
"Solyc06g035700.1.1",-3.09155963885823,-1.28300270723544,0.00148226647337847,0.00607334794887936
"Solyc11g007980.1.1",-3.09776619987414,-0.581909712829,3.74102860940489e-05,0.000258502823278185
"Solyc09g090320.1.1",-3.09834751388046,3.36252139304054,2.30472859354351e-19,1.30228518878034e-17
"Solyc02g090220.2.1",-3.10215686062475,0.96976097529257,2.21946183199453e-10,4.85382973191483e-09
"Solyc01g099580.1.1",-3.10342994907246,3.2320009134954,7.99147564240417e-21,5.2083080316021e-19
"Solyc04g080130.2.1",-3.10728716249086,2.97944661099741,4.51733662540545e-17,2.12361105580792e-15
"Solyc12g005680.1.1",-3.1078581820163,2.58311227043086,1.13436344863023e-15,4.63050389235338e-14
"Solyc06g084240.1.1",-3.11085240104634,-0.349846313697533,4.62570818826911e-07,5.35680825578403e-06
"Solyc08g008360.2.1",-3.11181084845621,1.2758748300416,2.00555194646016e-09,3.76817094215746e-08
"Solyc00g282510.1.1",-3.11275266964593,3.09923438450305,6.92959039723364e-18,3.50158002869905e-16
"Solyc11g005230.1.1",-3.11385019897943,2.0127975297942,7.20703807873782e-13,2.22226694306888e-11
"Solyc03g120360.1.1",-3.1166084002804,2.14859605198569,3.35115954700074e-12,9.32996980191069e-11
"Solyc03g043860.2.1",-3.11709958393405,1.09762568198972,2.46691470266434e-12,7.00414482596816e-11
"Solyc01g091660.2.1",-3.11723063442697,-1.25953881255256,0.000451587186598355,0.00220939681120769
"Solyc10g084970.1.1",-3.12877308322734,3.72640538166728,1.5801785923979e-21,1.11199009473007e-19
"Solyc01g090890.2.1",-3.13552313323418,-0.572856316104644,2.21848932623812e-05,0.000164334399848979
"Solyc09g061640.1.1",-3.13825464886328,-0.325316662100934,1.85292420905464e-06,1.82653909790398e-05
"Solyc08g044390.1.1",-3.14274237620438,1.93778991916973,3.26960362866504e-13,1.05794043505225e-11
"Solyc04g077750.2.1",-3.14500893676591,-1.26199516821302,0.000197441056995351,0.00108076718886432
"Solyc02g093280.2.1",-3.14900027741823,1.11247415240633,6.39047287671868e-13,1.99189997642396e-11
"Solyc04g082430.2.1",-3.15106793558506,2.91410057954611,5.35669475586508e-20,3.15097267677695e-18
"Solyc05g005240.1.1",-3.15136488177658,-0.876427281254072,8.83512951359209e-05,0.000544125385694809
"Solyc06g075730.1.1",-3.15149948483741,-0.865642206708401,2.91950474216426e-05,0.000208974596848644
"Solyc01g067020.2.1",-3.15280498140719,3.48594195587246,3.62522469799406e-20,2.17712774336863e-18
"Solyc03g111100.1.1",-3.15363538912357,0.943200411169928,3.40855778241814e-11,8.37213319983452e-10
"Solyc04g079700.2.1",-3.15371814271674,5.63704039673764,1.76833418315293e-14,6.48040806640757e-13
"Solyc06g072810.2.1",-3.15385048438973,3.60034089448995,1.00598102566814e-18,5.41742035442556e-17
"Solyc01g081140.1.1",-3.15427497240992,2.24858400301988,2.67330303962447e-16,1.1615197922732e-14
"Solyc04g016230.2.1",-3.15433750463152,2.54424455919536,2.4798282835038e-14,8.94492777544978e-13
"Solyc11g012420.1.1",-3.15445518799075,-0.558874909273493,3.69515702178021e-05,0.000255718242041206
"Solyc09g010480.1.1",-3.1554101246692,-0.291534279288841,1.29922298997266e-06,1.33119582907382e-05
"Solyc10g083770.1.1",-3.1554616773345,-1.21413898563672,0.00150519098272779,0.00615079913337338
"Solyc08g083130.2.1",-3.16015314415525,2.37399466271881,2.19005311681475e-14,7.94968489760241e-13
"Solyc10g008370.2.1",-3.16160692993641,-0.53306881699279,6.87282866886895e-06,5.81163149622273e-05
"Solyc10g008380.2.1",-3.1616118550976,-0.53306881699279,6.86371694679372e-06,5.80606675797916e-05
"Solyc09g092310.1.1",-3.16751361883641,-0.0820440085868131,4.13281006124305e-06,3.68913601614696e-05
"Solyc02g071930.1.1",-3.170079075537,1.97571957852004,7.92143934140137e-16,3.28617974558931e-14
"Solyc12g009240.1.1",-3.17050426024985,-0.322847949863829,1.34344091856688e-06,1.3697723605708e-05
"Solyc07g055710.2.1",-3.1705208898941,0.389937040153342,9.82256412192695e-09,1.6234830224865e-07
"Solyc02g069390.1.1",-3.1751366594679,0.856012312311394,1.37825026793374e-10,3.11818928961223e-09
"Solyc01g100440.1.1",-3.17607242594759,1.05953094701476,9.89916437276367e-10,1.95941958477628e-08
"Solyc06g009290.2.1",-3.17767976610497,5.31567946134098,4.00739430199167e-11,9.76084976049865e-10
"Solyc07g044970.1.1",-3.18002221257473,0.917595574100255,1.07237167839314e-08,1.76100777909928e-07
"Solyc02g032410.2.1",-3.18150225914973,-0.833523084894317,3.27618949321433e-05,0.000230734109616046
"Solyc02g094740.1.1",-3.18453822653317,0.648946601185305,4.04487032198252e-09,7.22127393436583e-08
"Solyc09g092300.2.1",-3.18573276623092,-1.2155477306511,0.00132578109418158,0.00552995346938537
"Solyc09g089930.1.1",-3.19165466049384,-0.276562354689802,8.52354144148661e-07,9.18021428211946e-06
"Solyc11g069930.1.1",-3.19630375257792,-1.22789683556902,0.000113367168455343,0.000672894467190591
"Solyc11g061940.1.1",-3.19699068237262,-1.20573002952172,0.000425997187212352,0.00210431135989702
"Solyc04g072270.1.1",-3.20315037822443,0.265657404396488,7.55516408626095e-09,1.27069662245537e-07
"Solyc04g074120.2.1",-3.20448103096733,0.813656895565138,3.19541362138022e-11,7.86544891503044e-10
"Solyc02g090990.1.1",-3.20553475520803,0.977864014833943,2.4019199076781e-10,5.213097880988e-09
"Solyc01g009190.1.1",-3.20977788098916,-0.0338507446183701,4.11832807370286e-07,4.82279552520762e-06
"Solyc10g078770.1.1",-3.20978004180715,-0.832478056528255,0.000115029880652543,0.000681408622167524
"Solyc04g077510.2.1",-3.210525194217,4.47728257219723,4.06781071397808e-24,3.68852354108186e-22
"Solyc08g075550.2.1",-3.21111390092603,-1.18073840079684,0.000957069725042318,0.00420615642953943
"Solyc03g111540.1.1",-3.21473805738111,-1.19552632453854,0.000188161928478002,0.00103672780684277
"Solyc06g043150.2.1",-3.21654860889989,3.05482433181826,7.44146463445443e-20,4.34388397402084e-18
"Solyc08g067460.1.1",-3.22927686313609,0.598006057359588,2.89455071957623e-10,6.22341968676648e-09
"Solyc02g014750.1.1",-3.24236200436001,0.593531365546899,1.1241913634009e-10,2.56617652415722e-09
"Solyc11g022480.1.1",-3.24865878099786,-0.768822739376934,3.41963162488958e-05,0.000239176125324975
"Solyc09g010050.1.1",-3.25966516674343,2.643219879169,4.7123039312444e-13,1.49110295843694e-11
"Solyc11g017130.1.1",-3.26561518043006,2.57453959505167,3.18155708520996e-08,4.7241489379807e-07
"Solyc09g014720.1.1",-3.26628325643808,-1.15962827776903,0.000201399245151419,0.00109928624387787
"Solyc05g047680.2.1",-3.26901797750888,0.328515206146082,1.50331147402254e-09,2.86440768484643e-08
"Solyc01g073670.2.1",-3.27125343678877,-0.794406242211513,5.74383140429205e-05,0.000374770296489943
"Solyc02g079700.1.1",-3.2783681839346,-1.16183730418151,0.00014996546364747,0.000853686774574841
"Solyc02g090310.1.1",-3.27912109507843,2.1923243185905,3.09904654421781e-15,1.21738402004967e-13
"Solyc12g098870.1.1",-3.28083652279469,-0.487235874478341,1.83034406493478e-05,0.000139061668125677
"Solyc03g034380.1.1",-3.28144308832688,1.60070909259459,8.18394614020702e-16,3.38284519644125e-14
"Solyc04g080890.2.1",-3.28325338123669,4.57182129456143,4.53826671547872e-23,3.74504952229487e-21
"Solyc04g040130.1.1",-3.28469581758885,0.594159848554428,1.91266237421821e-09,3.60249487084893e-08
"Solyc10g076550.1.1",-3.28480270850348,1.82952461762593,1.85257440878528e-12,5.38655380379506e-11
"Solyc02g077130.1.1",-3.28783788620656,-0.770561161375207,4.97530239085642e-05,0.000331027877461244
"Solyc12g021150.1.1",-3.29504598163477,-0.183492140606781,2.76938652365225e-07,3.34910364992653e-06
"Solyc01g109750.2.1",-3.29590824587027,2.17253366651712,1.76806223094047e-11,4.47694433112641e-10
"Solyc10g024490.1.1",-3.29724969952964,0.336536886070523,3.54770051354988e-08,5.213824310144e-07
"Solyc02g071090.2.1",-3.29981662974306,3.03819259926604,1.14024302003486e-21,8.07355405019131e-20
"Solyc06g072640.1.1",-3.30054031087641,-1.13836732647094,0.000196957974215978,0.00107889514959139
"Solyc04g071000.1.1",-3.30062601945097,2.76237738761885,1.79624369800883e-17,8.71197181311219e-16
"Solyc06g075740.1.1",-3.3050465200154,-1.14337955799538,0.000137942399805321,0.000795509450461002
"Solyc06g083140.2.1",-3.30973198911399,2.60064500779558,4.44171083906737e-18,2.26942735766246e-16
"Solyc03g116050.1.1",-3.31463707539238,1.76658363588815,1.3069070682872e-13,4.46815718973463e-12
"Solyc02g085910.2.1",-3.31592153216871,-0.435126593700347,1.33602178730784e-06,1.36281350923206e-05
"Solyc02g072470.2.1",-3.31984705621186,1.88375686167214,4.94634839006087e-12,1.34767432798559e-10
"Solyc02g061990.2.1",-3.32208110648026,1.98551822222024,6.15475947633863e-13,1.92365581943712e-11
"Solyc12g056270.1.1",-3.32247704767818,0.529904170036991,3.3803887038214e-08,4.98710593275671e-07
"Solyc11g045520.1.1",-3.32797947526334,-0.173532612475329,5.87045118226863e-06,5.05153865612996e-05
"Solyc03g112040.1.1",-3.32904516052931,-1.12422234629115,0.000211427373978973,0.00114611422175133
"Solyc01g107370.2.1",-3.33790184781882,2.32305681022812,2.32965204622257e-15,9.29470392911166e-14
"Solyc03g115830.1.1",-3.33854849987531,0.073592062203158,2.84463732692035e-07,3.42926037398211e-06
"Solyc04g016080.1.1",-3.33875317557125,2.55665084179856,5.68122682556286e-12,1.53513574328902e-10
"Solyc01g098050.1.1",-3.34282616963931,-0.705724230265455,1.91733343658318e-05,0.00014487992875051
"Solyc06g083700.2.1",-3.34538627755341,0.678590564357995,1.1907827732136e-11,3.10076590241693e-10
"Solyc04g078720.1.1",-3.34810368722081,-0.163211337531838,4.92418659570094e-07,5.64828823459876e-06
"Solyc04g054740.2.1",-3.35064308925461,7.50908924862635,2.52792674610622e-17,1.21324618164065e-15
